basin_id,long,lat,prop_rr,prop_tg,prop_sm,prop_sp,prop_mu,mag_ratio,mag_ttest_p,flood_com,flood_com_p,est_err
1638,-129.31,54.36,0.975,0.55,0.0,0.0,0.525,1.172,0.075,0.045,0.0,9.47
1639,-128.43,54.63,0.1,0.95,0.25,0.8,0.825,1.327,0.024,0.056,0.0,-16.965
1640,-127.5,54.6,0.2,0.525,0.0,0.625,0.475,0.935,0.701,0.031,0.0,-36.95
1641,-132.21,53.61,0.973,0.0,0.486,0.0,0.459,0.983,0.579,0.018,0.022,-2.819
1642,-126.16,52.42,0.367,0.767,0.0,0.167,0.433,1.171,0.043,0.072,0.0,-4.0
1643,-127.18,51.68,0.975,0.375,0.0,0.075,0.375,1.157,0.045,0.051,0.0,-8.162
1644,-124.92,50.98,0.55,0.825,0.075,0.0,0.4,1.13,0.123,0.08,0.0,-9.536
1645,-126.57,50.44,0.925,0.0,0.175,0.0,0.2,0.844,0.813,0.022,0.0,-14.244
1646,-126.1,49.71,1.0,0.0,0.3,0.0,0.3,1.312,0.062,0.025,0.0,-20.341
1647,-124.31,48.58,0.972,0.306,0.25,0.194,0.583,0.9,0.857,0.062,0.0,-3.407
1648,-123.67,48.73,0.949,0.359,0.41,0.231,0.692,1.042,0.367,0.012,0.004,5.817
1649,-127.68,55.72,0.192,0.885,0.077,0.885,0.808,1.232,0.067,0.054,0.0,-9.554
1650,-123.2,49.79,0.892,0.486,0.0,0.108,0.432,0.998,0.507,0.071,0.0,-19.772
1651,-67.32,45.14,0.525,0.275,0.65,0.375,0.675,1.13,0.123,0.041,0.0,-15.566
1652,-67.43,45.57,0.55,0.05,0.75,0.025,0.425,1.729,0.0,0.139,0.0,-12.719
1653,-67.26,45.21,0.564,0.154,0.615,0.487,0.667,0.965,0.584,0.015,0.0,-33.493
1654,-66.47,45.17,0.769,0.026,0.513,0.231,0.487,1.025,0.447,-0.007,1.0,9.532
1655,-105.15,21.97,0.952,0.0,0.619,0.0,0.571,1.405,0.111,0.071,0.0,-33.837
1656,-104.04,22.57,1.0,0.0,0.524,0.0,0.524,1.797,0.032,0.123,0.0,-22.997
1657,-96.36,19.36,0.909,0.091,0.318,0.0,0.364,1.061,0.415,0.061,0.0,-19.86
1658,-96.08,18.17,0.905,0.0,0.619,0.0,0.524,0.958,0.615,0.013,0.043,-26.159
1659,-98.57,21.98,0.857,0.286,0.429,0.0,0.429,1.313,0.041,0.134,0.0,-2.503
1660,-95.13,17.88,0.952,0.0,0.762,0.0,0.762,1.068,0.257,0.079,0.0,-9.698
1661,-94.87,17.44,0.857,0.0,0.857,0.0,0.762,2.578,0.001,0.121,0.0,-3.723
1662,-98.27,21.17,0.9,0.0,0.45,0.0,0.4,4.05,0.008,0.064,0.0,-36.821
1663,-98.13,21.03,0.864,0.0,0.5,0.0,0.409,3.017,0.0,0.042,0.0,-15.502
1664,-105.45,25.25,0.864,0.0,0.545,0.0,0.5,3.845,0.0,0.122,0.0,-3.817
1665,-105.56,26.08,0.85,0.25,0.45,0.0,0.5,2.899,0.012,0.143,0.0,-19.862
1666,-97.46,20.55,0.955,0.0,0.727,0.0,0.682,2.013,0.023,0.141,0.0,-15.724
1667,-97.03,20.06,0.952,0.095,0.571,0.0,0.667,1.01,0.482,0.119,0.0,-13.503
1668,-91.48,17.43,0.85,0.0,0.9,0.0,0.75,1.21,0.073,0.041,0.0,6.958
1669,-77.97,18.39,0.725,0.15,0.5,0.0,0.425,1.868,0.011,0.11,0.0,-4.264
1670,-77.66,18.47,0.632,0.158,0.5,0.0,0.368,1.147,0.128,0.033,0.0,-35.371
1671,-77.38,18.0,0.806,0.0,0.333,0.0,0.333,1.202,0.268,0.057,0.0,-30.822
1672,-76.27,17.94,0.818,0.333,0.212,0.0,0.424,0.997,0.509,0.15,0.0,7.961
1673,-82.83,8.53,0.714,0.286,0.857,0.0,0.714,0.81,0.727,0.051,0.0,-38.042
1674,-82.35,8.42,0.783,0.0,0.652,0.0,0.565,1.171,0.272,0.065,0.0,-37.124
1675,-81.63,8.07,0.818,0.0,0.909,0.0,0.727,1.21,0.246,0.087,0.0,-36.824
1676,-81.25,8.2,0.652,0.087,0.739,0.0,0.565,1.188,0.248,0.01,0.889,-56.614
1677,-80.97,8.22,0.565,0.261,0.696,0.0,0.522,1.027,0.458,0.03,0.001,-51.252
1678,-80.53,7.87,0.762,0.333,0.857,0.0,0.714,1.739,0.201,0.112,0.0,-55.201
1679,143.05,-12.66,0.872,0.128,0.615,0.0,0.564,1.337,0.156,0.094,0.0,-25.261
1680,143.39,-14.17,0.842,0.026,0.789,0.0,0.658,1.059,0.427,0.082,0.0,-11.562
1681,143.85,-15.22,0.838,0.0,0.622,0.0,0.486,3.99,0.0,0.149,0.0,-8.153
1682,144.84,-15.28,0.92,0.0,0.52,0.0,0.52,2.259,0.014,0.151,0.0,-42.19
1683,145.01,-15.77,1.0,0.0,0.5,0.0,0.528,1.462,0.055,0.119,0.0,-8.324
1684,145.28,-16.18,0.926,0.0,0.63,0.0,0.593,1.218,0.264,0.186,0.0,-30.606
1685,145.29,-15.99,0.975,0.15,0.5,0.0,0.6,1.144,0.31,0.124,0.0,-37.882
1686,145.61,-16.8,0.947,0.053,0.5,0.0,0.5,2.354,0.002,0.1,0.0,-14.547
1687,145.64,-16.82,0.9,0.05,0.5,0.0,0.45,2.104,0.064,0.167,0.0,-36.064
1688,145.72,-17.18,0.947,0.105,0.421,0.0,0.421,2.07,0.0,0.108,0.0,-15.856
1689,145.76,-17.13,0.889,0.037,0.444,0.0,0.444,2.408,0.002,0.088,0.0,-23.257
1690,145.97,-17.39,1.0,0.05,0.6,0.0,0.65,1.26,0.099,0.133,0.0,-9.186
1691,145.98,-17.61,0.935,0.323,0.484,0.0,0.645,3.139,0.003,0.11,0.0,11.419
1692,145.93,-17.55,0.95,0.25,0.6,0.0,0.7,1.546,0.029,0.113,0.0,-14.613
1693,145.44,-17.74,0.811,0.054,0.541,0.0,0.541,1.732,0.029,0.125,0.0,-7.133
1694,145.34,-17.65,0.868,0.132,0.421,0.0,0.474,4.011,0.0,0.174,0.0,20.909
1695,145.3,-17.63,0.946,0.0,0.459,0.0,0.486,2.881,0.003,0.137,0.0,-10.76
1696,145.94,-17.99,1.0,0.275,0.575,0.0,0.65,1.099,0.145,0.104,0.0,-0.839
1697,146.14,-18.64,0.871,0.161,0.419,0.0,0.452,3.406,0.001,0.2,0.0,-13.893
1698,145.92,-18.49,0.842,0.132,0.447,0.0,0.421,4.576,0.0,0.177,0.0,-7.515
1699,145.81,-18.11,1.0,0.026,0.5,0.0,0.553,1.447,0.056,0.044,0.0,9.876
1700,145.54,-18.2,0.921,0.0,0.526,0.0,0.526,1.896,0.029,0.162,0.0,-7.959
1701,146.36,-19.37,0.853,0.0,0.382,0.0,0.412,2.356,0.006,0.124,0.0,-27.098
1702,146.96,-19.78,0.838,0.054,0.27,0.0,0.297,2.667,0.001,0.207,0.0,3.705
1703,147.11,-19.63,0.906,0.031,0.219,0.0,0.344,4.302,0.0,0.193,0.0,-2.476
1704,148.32,-20.92,0.846,0.179,0.282,0.0,0.385,2.57,0.012,0.195,0.0,-29.525
1705,148.15,-20.15,0.886,0.057,0.314,0.0,0.343,1.659,0.073,0.161,0.0,-6.211
1706,148.76,-20.91,0.892,0.189,0.514,0.0,0.568,1.69,0.049,0.198,0.0,18.905
1707,148.83,-21.18,0.865,0.027,0.405,0.0,0.486,1.953,0.035,0.244,0.0,-28.227
1708,148.84,-21.32,0.848,0.0,0.394,0.0,0.455,1.882,0.055,0.177,0.0,-28.436
1709,148.79,-21.77,0.806,0.0,0.323,0.0,0.226,1.812,0.122,0.157,0.0,38.577
1710,149.13,-22.04,0.933,0.0,0.467,0.0,0.467,1.752,0.098,0.123,0.0,-37.852
1711,150.67,-22.84,0.926,0.0,0.333,0.0,0.333,0.75,0.654,0.15,0.0,-66.265
1712,150.82,-23.82,0.697,0.0,0.212,0.0,0.242,1.643,0.154,0.106,0.0,-47.683
1713,151.1,-23.99,0.778,0.083,0.25,0.0,0.222,2.345,0.01,0.071,0.0,-13.962
1714,152.7,-26.32,0.857,0.143,0.19,0.0,0.381,2.07,0.116,0.127,0.0,-49.757
1715,152.5,-25.95,0.923,0.026,0.333,0.0,0.333,2.096,0.097,0.147,0.0,-44.757
1716,152.53,-25.77,0.892,0.027,0.324,0.0,0.324,1.631,0.126,0.129,0.0,-55.422
1717,152.78,-26.08,0.824,0.265,0.235,0.0,0.382,3.407,0.023,0.093,0.0,-45.578
1718,152.27,-26.81,0.667,0.0,0.303,0.0,0.273,3.036,0.029,0.116,0.0,-62.492
1719,152.84,-26.84,0.966,0.0,0.172,0.0,0.207,1.865,0.037,0.124,0.0,-18.58
1720,151.59,-24.75,0.857,0.0,0.393,0.0,0.286,1.092,0.423,0.091,0.0,-65.545
1721,152.04,-26.3,0.733,0.033,0.267,0.0,0.267,1.578,0.232,0.191,0.0,-58.013
1722,151.81,-26.74,0.857,0.036,0.143,0.0,0.179,2.443,0.09,0.159,0.0,-33.814
1723,152.92,-27.35,0.892,0.0,0.162,0.0,0.189,2.412,0.001,0.164,0.0,-7.297
1724,152.69,-27.6,0.75,0.0,0.25,0.0,0.25,1.514,0.188,0.151,0.0,-32.968
1725,153.16,-28.0,0.944,0.139,0.278,0.0,0.417,1.353,0.256,0.115,0.0,-38.005
1726,152.93,-28.07,0.947,0.0,0.316,0.0,0.342,1.933,0.024,0.203,0.0,-14.196
1727,153.05,-28.05,0.829,0.029,0.286,0.0,0.343,2.956,0.005,0.138,0.0,-58.223
1728,153.11,-27.91,0.857,0.0,0.343,0.0,0.343,2.219,0.02,0.138,0.0,-56.513
1729,152.89,-28.25,0.886,0.057,0.429,0.0,0.4,3.391,0.002,0.15,0.0,-55.327
1730,152.24,-25.09,0.818,0.152,0.273,0.0,0.364,3.348,0.013,0.127,0.0,-66.441
1731,152.37,-25.27,0.882,0.0,0.294,0.0,0.265,1.548,0.183,0.097,0.0,-48.405
1732,152.7,-26.63,0.865,0.0,0.243,0.0,0.27,3.865,0.004,0.177,0.0,-38.951
1733,152.72,-25.82,0.853,0.147,0.441,0.0,0.412,1.993,0.06,0.114,0.0,52.699
1734,152.67,-27.44,0.75,0.0,0.292,0.0,0.125,6.293,0.002,0.194,0.0,-75.647
1735,152.51,-27.83,0.875,0.0,0.312,0.0,0.281,1.626,0.058,0.154,0.0,-26.506
1736,152.36,-27.73,0.741,0.0,0.222,0.0,0.185,1.65,0.132,0.23,0.0,-44.647
1737,144.79,-28.69,0.593,0.0,0.185,0.0,0.111,1.96,0.046,0.121,0.0,-9.702
1738,152.23,-28.23,0.829,0.0,0.257,0.0,0.229,2.582,0.009,0.223,0.0,-70.863
1739,152.14,-28.37,0.778,0.056,0.278,0.0,0.278,2.566,0.039,0.256,0.0,-64.858
1740,151.86,-27.93,0.788,0.061,0.212,0.0,0.242,4.718,0.014,0.228,0.0,19.205
1741,142.88,-18.2,0.946,0.108,0.297,0.0,0.324,3.947,0.0,0.233,0.0,-43.533
1742,144.31,-18.13,0.914,0.2,0.343,0.0,0.457,2.225,0.008,0.17,0.0,-9.656
1743,142.38,-15.95,0.84,0.08,0.6,0.0,0.56,1.943,0.002,0.148,0.0,-2.138
1744,144.29,-16.47,0.868,0.053,0.474,0.0,0.5,1.914,0.026,0.203,0.0,-16.648
1745,143.78,-16.54,0.895,0.184,0.316,0.0,0.421,1.967,0.019,0.188,0.0,9.841
1746,144.78,-16.11,0.842,0.026,0.395,0.0,0.395,2.417,0.001,0.184,0.0,-31.047
1747,145.23,-16.68,0.974,0.211,0.579,0.0,0.632,1.441,0.083,0.109,0.0,-1.074
1748,142.35,-11.15,0.55,0.175,0.7,0.0,0.425,1.624,0.001,0.104,0.0,-37.782
1749,142.92,-13.42,0.795,0.333,0.744,0.0,0.641,1.501,0.046,0.105,0.0,-11.436
1750,142.64,-12.45,0.816,0.079,0.763,0.0,0.658,2.141,0.0,0.084,0.0,-11.664
1751,142.42,-11.83,0.763,0.158,0.789,0.0,0.579,1.404,0.102,0.114,0.0,-6.029
1752,143.18,-13.96,0.821,0.231,0.641,0.0,0.615,1.422,0.115,0.121,0.0,-15.876
1753,145.46,-24.43,0.865,0.027,0.27,0.0,0.297,6.196,0.002,0.153,0.0,-58.26
1754,111.14,-8.14,0.957,0.0,0.348,0.0,0.304,0.757,0.83,-0.037,1.0,-28.268
1755,109.69,-7.39,0.826,0.0,0.783,0.0,0.652,1.062,0.375,-0.027,1.0,-24.538
1756,153.29,-28.36,1.0,0.0,0.385,0.0,0.423,1.503,0.113,0.005,0.924,-23.592
1757,153.34,-28.41,1.0,0.0,0.391,0.0,0.478,1.158,0.391,0.075,0.0,-57.1
1758,152.2,-28.47,0.844,0.0,0.125,0.0,0.156,3.133,0.012,0.26,0.0,-63.239
1759,152.97,-28.51,0.865,0.081,0.486,0.0,0.459,1.539,0.095,0.299,0.0,-34.556
1760,153.06,-28.86,0.941,0.0,0.441,0.0,0.441,1.474,0.097,0.219,0.0,-22.088
1761,153.16,-28.74,0.921,0.053,0.316,0.0,0.342,2.495,0.002,0.161,0.0,-26.466
1762,153.4,-28.76,0.946,0.108,0.351,0.0,0.405,1.45,0.057,0.151,0.0,11.633
1763,152.42,-28.72,0.771,0.0,0.286,0.0,0.286,2.466,0.021,0.232,0.0,-51.565
1764,152.38,-29.06,0.778,0.139,0.306,0.0,0.389,2.2,0.03,0.147,0.0,28.87
1765,153.0,-29.11,0.886,0.0,0.343,0.0,0.314,1.693,0.018,0.221,0.0,5.79
1766,152.73,-29.98,0.897,0.0,0.333,0.0,0.385,2.696,0.003,0.248,0.0,-11.283
1767,153.03,-30.25,0.974,0.053,0.395,0.0,0.421,1.678,0.032,0.149,0.0,-11.058
1768,152.98,-30.07,0.946,0.027,0.405,0.0,0.432,1.74,0.007,0.209,0.0,-9.681
1769,152.56,-28.89,0.783,0.0,0.217,0.0,0.261,2.196,0.05,0.121,0.0,-33.864
1770,152.68,-29.51,0.862,0.0,0.379,0.0,0.379,2.319,0.03,0.177,0.0,-41.336
1771,152.22,-28.93,0.889,0.0,0.361,0.0,0.333,1.897,0.101,0.202,0.0,-54.844
1772,152.81,-29.72,0.88,0.0,0.4,0.0,0.4,2.69,0.012,0.204,0.0,-49.514
1773,152.45,-29.49,1.0,0.0,0.351,0.0,0.351,2.784,0.008,0.176,0.0,29.627
1774,152.86,-30.64,0.864,0.0,0.409,0.0,0.364,6.538,0.0,0.159,0.0,-28.812
1775,152.1,-29.69,0.824,0.118,0.353,0.0,0.353,2.432,0.038,0.096,0.0,-68.081
1776,152.21,-29.76,0.974,0.154,0.385,0.0,0.436,2.365,0.041,0.171,0.0,-35.914
1777,151.83,-31.19,0.923,0.115,0.269,0.0,0.308,2.143,0.015,0.131,0.0,-41.223
1778,152.01,-30.26,0.892,0.081,0.297,0.0,0.351,2.209,0.001,0.153,0.0,-16.848
1779,152.03,-30.48,0.889,0.0,0.361,0.0,0.333,2.771,0.0,0.117,0.0,-32.989
1780,151.77,-31.05,0.889,0.028,0.222,0.0,0.25,2.025,0.03,0.062,0.0,-37.942
1781,152.16,-30.59,0.882,0.0,0.324,0.0,0.294,2.004,0.039,0.169,0.0,-62.822
1782,152.78,-30.43,0.921,0.0,0.395,0.0,0.368,3.067,0.001,0.2,0.0,-45.488
1783,152.71,-30.01,0.892,0.0,0.297,0.0,0.243,3.501,0.001,0.165,0.0,-44.295
1784,152.24,-31.37,0.882,0.029,0.324,0.0,0.353,4.534,0.0,0.135,0.0,-28.774
1785,152.74,-31.33,0.914,0.0,0.4,0.0,0.4,1.685,0.023,0.188,0.0,-3.583
1786,152.45,-31.48,0.919,0.0,0.378,0.0,0.378,2.541,0.001,0.188,0.0,-26.083
1787,152.47,-31.42,0.815,0.0,0.407,0.0,0.296,2.753,0.006,0.154,0.0,-14.097
1788,152.31,-31.92,0.933,0.0,0.4,0.0,0.367,1.926,0.037,0.142,0.0,-40.407
1789,152.1,-31.9,0.868,0.026,0.447,0.0,0.421,1.609,0.042,0.156,0.0,-31.373
1790,152.07,-31.78,0.892,0.0,0.432,0.0,0.378,2.654,0.0,0.207,0.0,-9.747
1791,151.9,-31.77,0.811,0.0,0.378,0.0,0.378,2.323,0.004,0.23,0.0,-27.559
1792,151.31,-31.58,0.862,0.172,0.31,0.0,0.414,1.361,0.177,0.142,0.0,-23.01
1793,151.73,-31.64,0.941,0.0,0.353,0.0,0.353,2.641,0.006,0.216,0.0,-43.432
1794,151.98,-32.25,0.865,0.0,0.459,0.0,0.405,1.596,0.039,0.071,0.0,-9.011
1795,151.96,-32.48,0.921,0.0,0.526,0.0,0.5,2.227,0.001,0.072,0.0,-7.06
1796,151.22,-31.92,0.763,0.342,0.342,0.0,0.447,2.871,0.001,0.17,0.0,36.507
1797,151.4,-32.66,0.8,0.029,0.343,0.0,0.314,1.592,0.107,0.152,0.0,-26.263
1798,151.17,-32.56,0.853,0.118,0.382,0.0,0.441,1.707,0.076,0.154,0.0,-31.614
1799,151.28,-31.94,0.784,0.405,0.297,0.0,0.405,2.506,0.0,0.138,0.0,-11.145
1800,151.51,-32.31,0.974,0.0,0.368,0.0,0.421,1.687,0.008,0.124,0.0,1.728
1801,151.69,-32.32,0.967,0.0,0.533,0.0,0.567,1.895,0.018,0.141,0.0,-38.397
1802,151.05,-32.15,0.917,0.333,0.333,0.0,0.5,4.191,0.004,0.117,0.0,47.756
1803,150.57,-32.35,0.812,0.0,0.25,0.0,0.281,3.094,0.001,0.102,0.0,-35.457
1804,151.36,-33.27,0.946,0.0,0.378,0.0,0.405,2.111,0.01,0.149,0.0,-22.587
1805,151.27,-33.22,0.914,0.0,0.286,0.0,0.286,2.491,0.006,0.082,0.0,-35.656
1806,150.03,-35.71,0.938,0.219,0.219,0.0,0.375,1.709,0.081,0.114,0.0,-42.762
1807,150.24,-33.95,0.838,0.0,0.351,0.0,0.351,2.944,0.003,0.138,0.0,37.643
1808,149.74,-35.34,0.938,0.0,0.312,0.0,0.281,2.647,0.004,0.074,0.0,-28.362
1809,150.43,-34.84,0.897,0.0,0.448,0.0,0.379,2.067,0.024,0.079,0.0,-27.224
1810,150.18,-34.82,0.778,0.056,0.222,0.0,0.278,2.011,0.062,0.143,0.0,-51.183
1811,150.03,-35.15,0.833,0.233,0.167,0.0,0.367,1.813,0.036,0.076,0.0,29.324
1812,150.24,-35.47,0.919,0.0,0.27,0.0,0.297,2.415,0.006,0.087,0.0,-48.502
1813,149.76,-36.2,0.903,0.0,0.258,0.0,0.258,1.652,0.098,0.078,0.0,-27.115
1814,150.0,-36.13,0.818,0.061,0.242,0.0,0.242,2.161,0.04,0.084,0.0,-45.686
1815,149.69,-36.26,0.833,0.056,0.278,0.0,0.333,2.049,0.026,0.13,0.0,-37.692
1816,149.66,-37.07,0.909,0.0,0.242,0.0,0.212,1.995,0.075,0.086,0.0,-37.924
1817,149.65,-36.67,0.935,0.097,0.355,0.0,0.387,2.403,0.004,0.086,0.0,-20.404
1818,149.81,-36.6,0.879,0.0,0.303,0.0,0.273,2.738,0.02,0.079,0.0,-62.737
1819,149.68,-36.73,0.882,0.118,0.382,0.0,0.412,2.552,0.022,0.085,0.0,-54.451
1820,149.82,-36.94,1.0,0.031,0.281,0.0,0.344,1.556,0.125,0.022,0.0,-15.406
1821,149.71,-37.37,0.939,0.0,0.333,0.0,0.455,2.09,0.033,0.058,0.0,6.855
1822,149.09,-37.0,0.758,0.182,0.364,0.0,0.424,2.736,0.001,0.127,0.0,-4.88
1823,148.4,-36.79,0.737,0.026,0.5,0.0,0.395,0.898,0.641,0.046,0.0,-52.056
1824,149.04,-36.9,0.829,0.057,0.286,0.0,0.314,1.58,0.071,0.09,0.0,16.255
1825,148.33,-36.95,0.75,0.028,0.528,0.0,0.472,2.123,0.003,0.09,0.0,9.027
1826,146.98,-35.92,0.808,0.308,0.538,0.0,0.538,2.167,0.006,0.076,0.0,-38.055
1827,146.72,-35.69,0.714,0.0,0.679,0.0,0.571,1.851,0.066,0.087,0.0,-15.243
1828,147.69,-35.9,0.75,0.583,0.583,0.0,0.792,5.037,0.006,0.115,0.0,-2.498
1829,148.12,-36.28,0.75,0.0,0.472,0.333,0.5,1.534,0.014,0.088,0.0,-0.605
1830,148.05,-36.32,0.56,0.04,0.72,0.16,0.56,1.418,0.062,0.057,0.0,-8.834
1831,147.93,-35.77,0.839,0.323,0.548,0.0,0.742,2.573,0.013,0.131,0.0,-49.703
1832,148.1,-35.93,0.794,0.029,0.765,0.0,0.676,2.004,0.022,0.113,0.0,-2.385
1833,148.16,-34.93,0.708,0.167,0.583,0.0,0.542,3.423,0.002,0.088,0.0,-36.025
1834,144.3,-34.48,0.172,0.241,0.655,0.414,0.517,1.638,0.012,0.022,0.001,-16.245
1835,146.55,-34.76,0.139,0.194,0.583,0.25,0.333,2.235,0.007,0.033,0.0,-57.994
1836,149.09,-36.17,0.81,0.048,0.429,0.143,0.524,2.294,0.082,0.064,0.0,-57.888
1837,149.1,-35.54,0.818,0.091,0.182,0.121,0.273,2.22,0.051,0.168,0.0,-70.071
1838,148.69,-35.17,0.857,0.0,0.543,0.171,0.543,1.29,0.241,0.127,0.0,-54.481
1839,148.91,-34.84,0.917,0.139,0.361,0.0,0.361,2.037,0.028,0.094,0.0,-45.85
1840,148.25,-35.02,0.811,0.432,0.405,0.0,0.622,1.995,0.009,0.141,0.0,-13.748
1841,147.65,-35.16,0.758,0.364,0.485,0.0,0.636,2.268,0.009,0.152,0.0,-15.445
1842,149.6,-34.11,0.879,0.303,0.364,0.0,0.545,2.547,0.01,0.111,0.0,-39.508
1843,149.33,-33.95,0.808,0.231,0.308,0.0,0.462,2.477,0.027,0.076,0.0,-27.04
1844,148.81,-34.14,0.812,0.188,0.344,0.0,0.344,2.73,0.022,0.124,0.0,-24.471
1845,149.17,-34.31,0.973,0.378,0.324,0.0,0.595,1.75,0.13,0.091,0.0,-28.494
1846,149.19,-33.8,0.81,0.19,0.667,0.0,0.571,2.571,0.013,0.085,0.0,-33.618
1847,149.07,-35.57,0.853,0.0,0.353,0.0,0.353,2.574,0.009,0.118,0.0,-33.378
1848,148.73,-35.42,0.722,0.0,0.583,0.222,0.5,2.259,0.038,0.118,0.0,-59.268
1849,148.97,-35.38,0.794,0.059,0.441,0.0,0.412,2.654,0.011,0.117,0.0,47.211
1850,149.32,-35.34,0.833,0.033,0.333,0.0,0.3,2.286,0.034,0.107,0.0,-36.382
1851,148.82,-35.59,0.833,0.0,0.472,0.083,0.417,1.538,0.027,0.157,0.0,-15.097
1852,149.15,-35.71,0.833,0.033,0.3,0.0,0.267,2.017,0.019,0.114,0.0,-22.649
1853,149.35,-35.61,0.906,0.0,0.344,0.0,0.312,2.962,0.003,0.073,0.0,-34.985
1854,148.35,-35.33,0.892,0.0,0.73,0.243,0.811,1.122,0.364,0.113,0.0,-52.519
1855,148.07,-35.33,0.971,0.086,0.4,0.0,0.486,1.581,0.087,0.165,0.0,-23.651
1856,147.55,-35.35,0.8,0.0,0.36,0.0,0.32,1.112,0.415,0.116,0.0,-48.209
1857,151.73,-29.03,0.917,0.0,0.361,0.0,0.333,3.966,0.032,0.168,0.0,-83.979
1858,151.92,-29.29,0.816,0.026,0.289,0.0,0.263,2.735,0.006,0.115,0.0,-59.604
1859,151.6,-29.02,0.943,0.0,0.457,0.0,0.4,1.881,0.076,0.082,0.0,-44.007
1860,150.76,-29.23,0.914,0.0,0.286,0.0,0.286,2.034,0.056,0.065,0.0,-49.151
1861,151.13,-29.79,0.829,0.171,0.429,0.0,0.429,2.075,0.017,0.106,0.0,-37.583
1862,150.9,-29.26,0.838,0.0,0.405,0.0,0.324,2.735,0.001,0.075,0.0,-20.678
1863,150.78,-30.68,0.788,0.182,0.333,0.0,0.455,1.948,0.058,0.152,0.0,-54.068
1864,150.83,-30.71,0.806,0.226,0.452,0.0,0.581,2.808,0.053,0.072,0.0,-35.997
1865,151.06,-30.17,0.853,0.176,0.324,0.0,0.412,1.75,0.075,0.054,0.0,-34.157
1866,149.85,-29.43,0.938,0.031,0.312,0.0,0.344,2.277,0.009,0.129,0.0,-16.797
1867,151.36,-30.47,0.889,0.148,0.296,0.0,0.444,2.506,0.026,0.049,0.0,-6.326
1868,150.35,-29.83,0.875,0.062,0.281,0.0,0.25,2.149,0.036,0.127,0.0,-56.416
1869,150.58,-29.8,0.829,0.0,0.371,0.0,0.343,1.391,0.184,0.097,0.0,-44.278
1870,151.11,-29.92,0.941,0.0,0.471,0.0,0.441,2.299,0.007,0.084,0.0,4.095
1871,151.19,-30.23,0.909,0.061,0.424,0.0,0.394,2.869,0.001,0.049,0.0,-11.516
1872,151.14,-31.34,0.528,0.167,0.25,0.0,0.306,6.027,0.001,0.211,0.0,-58.742
1873,150.43,-30.21,0.941,0.029,0.235,0.0,0.235,1.643,0.044,0.115,0.0,0.207
1874,150.04,-29.67,0.688,0.0,0.312,0.0,0.25,1.851,0.1,0.126,0.0,-54.024
1875,151.34,-30.97,0.861,0.278,0.278,0.0,0.389,2.192,0.003,0.146,0.0,-11.551
1876,150.91,-31.27,0.852,0.148,0.444,0.0,0.407,2.381,0.008,0.117,0.0,-24.878
1877,151.13,-31.06,0.875,0.25,0.25,0.0,0.333,1.571,0.159,0.086,0.0,-46.175
1878,151.17,-31.04,0.824,0.147,0.294,0.0,0.294,1.835,0.05,0.111,0.0,-45.993
1879,148.95,-33.03,0.882,0.294,0.294,0.0,0.471,3.637,0.004,0.082,0.0,13.898
1880,149.2,-31.39,0.935,0.0,0.29,0.0,0.387,2.364,0.024,0.134,0.0,-48.313
1881,149.31,-31.42,0.774,0.0,0.194,0.0,0.29,3.877,0.0,0.106,0.0,-21.841
1882,149.06,-32.09,0.741,0.037,0.222,0.0,0.185,5.766,0.0,0.082,0.0,-56.44
1883,148.94,-33.98,0.485,0.273,0.424,0.0,0.364,7.358,0.001,0.131,0.0,-67.931
1884,149.09,-34.4,0.923,0.256,0.385,0.0,0.641,2.622,0.031,0.124,0.0,-18.934
1885,147.57,-31.12,0.273,0.212,0.636,0.0,0.273,1.156,0.054,0.037,0.0,-8.165
1886,117.59,5.3,0.692,0.615,0.385,0.0,0.577,1.458,0.016,0.158,0.0,-9.283
1887,149.52,-37.42,0.882,0.147,0.235,0.0,0.324,3.0,0.0,0.09,0.0,-25.078
1888,149.2,-37.37,0.906,0.219,0.312,0.0,0.438,2.722,0.003,0.056,0.0,-22.447
1889,148.91,-37.45,0.892,0.108,0.324,0.0,0.432,3.3,0.0,0.119,0.0,-21.587
1890,149.49,-37.69,0.857,0.0,0.371,0.0,0.343,2.86,0.002,0.137,0.0,-34.464
1891,149.21,-37.36,0.939,0.182,0.303,0.0,0.485,2.616,0.007,0.063,0.0,3.254
1892,148.98,-37.44,0.861,0.167,0.389,0.0,0.5,2.794,0.001,0.085,0.0,-35.931
1893,148.9,-37.61,0.889,0.111,0.389,0.0,0.417,1.588,0.067,0.118,0.0,-33.622
1894,148.55,-37.51,0.917,0.111,0.389,0.0,0.5,1.375,0.148,0.104,0.0,-33.478
1895,148.17,-37.49,0.833,0.222,0.306,0.25,0.5,2.366,0.008,0.147,0.0,-32.242
1896,148.36,-37.41,0.886,0.314,0.314,0.0,0.457,2.32,0.031,0.105,0.0,-36.652
1897,147.87,-37.67,0.778,0.278,0.278,0.167,0.444,2.61,0.008,0.08,0.0,-47.674
1898,147.73,-37.27,0.743,0.371,0.486,0.171,0.686,2.118,0.075,0.105,0.0,-23.516
1899,148.42,-37.09,0.757,0.27,0.486,0.0,0.541,2.806,0.0,0.097,0.0,-17.176
1900,148.36,-37.66,0.735,0.029,0.265,0.294,0.382,1.964,0.014,0.121,0.0,-31.947
